county_fips,county_nm,county_pop
42043,"Dauphin County, Pennsylvania",289234
42045,"Delaware County, Pennsylvania",576720
42047,"Elk County, Pennsylvania",30198
42049,"Erie County, Pennsylvania",267571
42051,"Fayette County, Pennsylvania",123915
42053,"Forest County, Pennsylvania",6449
42055,"Franklin County, Pennsylvania",157854
42057,"Fulton County, Pennsylvania",14468
42059,"Greene County, Pennsylvania",34357
42061,"Huntingdon County, Pennsylvania",43514
42063,"Indiana County, Pennsylvania",83094
42065,"Jefferson County, Pennsylvania",43612
42067,"Juniata County, Pennsylvania",23243
42069,"Lackawanna County, Pennsylvania",216123
42071,"Lancaster County, Pennsylvania",558589
42073,"Lawrence County, Pennsylvania",84472
42075,"Lebanon County, Pennsylvania",144252
42077,"Lehigh County, Pennsylvania",377754
42079,"Luzerne County, Pennsylvania",327388
42081,"Lycoming County, Pennsylvania",112724
42083,"McKean County, Pennsylvania",39519
42085,"Mercer County, Pennsylvania",108503
42087,"Mifflin County, Pennsylvania",45922
42089,"Monroe County, Pennsylvania",166053
42091,"Montgomery County, Pennsylvania",868742
42093,"Montour County, Pennsylvania",17860
42095,"Northampton County, Pennsylvania",319091
42097,"Northumberland County, Pennsylvania",90120
42099,"Perry County, Pennsylvania",46083
42101,"Philadelphia County, Pennsylvania",1550542
42103,"Pike County, Pennsylvania",61247
42105,"Potter County, Pennsylvania",15999
42107,"Schuylkill County, Pennsylvania",143786
42109,"Snyder County, Pennsylvania",39717
42111,"Somerset County, Pennsylvania",72197
42113,"Sullivan County, Pennsylvania",5834
42115,"Susquehanna County, Pennsylvania",38109
42117,"Tioga County, Pennsylvania",40840
42119,"Union County, Pennsylvania",42042
42121,"Venango County, Pennsylvania",49431
42123,"Warren County, Pennsylvania",37572
42125,"Washington County, Pennsylvania",210232
42127,"Wayne County, Pennsylvania",51262
42129,"Westmoreland County, Pennsylvania",351163
42131,"Wyoming County, Pennsylvania",25902
42133,"York County, Pennsylvania",464640
44001,"Bristol County, Rhode Island",50255
44003,"Kent County, Rhode Island",171278
44005,"Newport County, Rhode Island",83832
44007,"Providence County, Rhode Island",660615
44009,"Washington County, Rhode Island",129982
45001,"Abbeville County, South Carolina",24434
45003,"Aiken County, South Carolina",177130
45005,"Allendale County, South Carolina",7369
45007,"Anderson County, South Carolina",213076
45009,"Bamberg County, South Carolina",12974
45011,"Barnwell County, South Carolina",20447
45013,"Beaufort County, South Carolina",198979
45015,"Berkeley County, South Carolina",255217
45017,"Calhoun County, South Carolina",14186
45019,"Charleston County, South Carolina",424367
45021,"Cherokee County, South Carolina",56714
45023,"Chester County, South Carolina",32226
45025,"Chesterfield County, South Carolina",44031
45027,"Clarendon County, South Carolina",31004
45029,"Colleton County, South Carolina",38874
45031,"Darlington County, South Carolina",62416
45033,"Dillon County, South Carolina",27698
45035,"Dorchester County, South Carolina",169833
45037,"Edgefield County, South Carolina",27607
45039,"Fairfield County, South Carolina",20422
45041,"Florence County, South Carolina",137214
45043,"Georgetown County, South Carolina",65731
45045,"Greenville County, South Carolina",558036
45047,"Greenwood County, South Carolina",69460
45049,"Hampton County, South Carolina",18122
45051,"Horry County, South Carolina",397478
45053,"Jasper County, South Carolina",33544
45055,"Kershaw County, South Carolina",69905
45057,"Lancaster County, South Carolina",108215
45059,"Laurens County, South Carolina",68873
45061,"Lee County, South Carolina",15967
45063,"Lexington County, South Carolina",309528
45065,"McCormick County, South Carolina",9941
45067,"Marion County, South Carolina",28508
45069,"Marlboro County, South Carolina",25704
45071,"Newberry County, South Carolina",38825
45073,"Oconee County, South Carolina",81221
45075,"Orangeburg County, South Carolina",82820
45077,"Pickens County, South Carolina",135495
45079,"Richland County, South Carolina",425138
45081,"Saluda County, South Carolina",19123
45083,"Spartanburg County, South Carolina",356698
45085,"Sumter County, South Carolina",104165
45087,"Union County, South Carolina",26629
45089,"Williamsburg County, South Carolina",29891
45091,"York County, South Carolina",298320
46003,"Aurora County, South Dakota",2782
46005,"Beadle County, South Dakota",19591
46007,"Bennett County, South Dakota",3305
46009,"Bon Homme County, South Dakota",7065
46011,"Brookings County, South Dakota",35980
46013,"Brown County, South Dakota",37733
46015,"Brule County, South Dakota",5311
46017,"Buffalo County, South Dakota",1884
46019,"Butte County, South Dakota",10863
46021,"Campbell County, South Dakota",1340
46023,"Charles Mix County, South Dakota",9240
46025,"Clark County, South Dakota",3948
46027,"Clay County, South Dakota",15431
46029,"Codington County, South Dakota",28971
46031,"Corson County, South Dakota",3782
46033,"Custer County, South Dakota",9117
46035,"Davison County, South Dakota",19922
46037,"Day County, South Dakota",5451
46039,"Deuel County, South Dakota",4354
46041,"Dewey County, South Dakota",5208
46043,"Douglas County, South Dakota",2838
46045,"Edmunds County, South Dakota",4057
46047,"Fall River County, South Dakota",7393
46049,"Faulk County, South Dakota",2151
46051,"Grant County, South Dakota",7553
46053,"Gregory County, South Dakota",4018
46055,"Haakon County, South Dakota",1851
46057,"Hamlin County, South Dakota",6451
46059,"Hand County, South Dakota",3107
46061,"Hanson County, South Dakota",3471
46063,"Harding County, South Dakota",1324
46065,"Hughes County, South Dakota",17624
46067,"Hutchinson County, South Dakota",7394
46069,"Hyde County, South Dakota",1186
46071,"Jackson County, South Dakota",2776
46073,"Jerauld County, South Dakota",1660
46075,"Jones County, South Dakota",855
46077,"Kingsbury County, South Dakota",5276
46079,"Lake County, South Dakota",11031
46081,"Lawrence County, South Dakota",28053
46083,"Lincoln County, South Dakota",73238
46085,"Lyman County, South Dakota",3705
46087,"McCook County, South Dakota",5809
46089,"McPherson County, South Dakota",2334
46091,"Marshall County, South Dakota",4390
46093,"Meade County, South Dakota",30954
46095,"Mellette County, South Dakota",1851
46097,"Miner County, South Dakota",2280
46099,"Minnehaha County, South Dakota",206930
46101,"Moody County, South Dakota",6450
46102,"Oglala Lakota County, South Dakota",13434
46103,"Pennington County, South Dakota",115903
46105,"Perkins County, South Dakota",2834
46107,"Potter County, South Dakota",2413
46109,"Roberts County, South Dakota",10206
46111,"Sanborn County, South Dakota",2399
46115,"Spink County, South Dakota",6166
46117,"Stanley County, South Dakota",3043
46119,"Sully County, South Dakota",1494
46121,"Todd County, South Dakota",9199
46123,"Tripp County, South Dakota",5621
46125,"Turner County, South Dakota",9027
46127,"Union County, South Dakota",17183
46129,"Walworth County, South Dakota",5269
46135,"Yankton County, South Dakota",23517
46137,"Ziebach County, South Dakota",2322
47001,"Anderson County, Tennessee",80234
47003,"Bedford County, Tennessee",53055
47005,"Benton County, Tennessee",16103
47007,"Bledsoe County, Tennessee",15060
47009,"Blount County, Tennessee",141456
47011,"Bradley County, Tennessee",111579
47013,"Campbell County, Tennessee",40223
47015,"Cannon County, Tennessee",15063
47017,"Carroll County, Tennessee",28860
47019,"Carter County, Tennessee",57022
47021,"Cheatham County, Tennessee",42254
47023,"Chester County, Tennessee",17606
47025,"Claiborne County, Tennessee",32654
47027,"Clay County, Tennessee",7714
47029,"Cocke County, Tennessee",37404
47031,"Coffee County, Tennessee",60633
47033,"Crockett County, Tennessee",13982
47035,"Cumberland County, Tennessee",64760
47037,"Davidson County, Tennessee",712334
47039,"Decatur County, Tennessee",11656
47041,"DeKalb County, Tennessee",21225
47043,"Dickson County, Tennessee",56729
47045,"Dyer County, Tennessee",36498
47047,"Fayette County, Tennessee",44175
47049,"Fentress County, Tennessee",19696
47051,"Franklin County, Tennessee",44654
47053,"Gibson County, Tennessee",51045
47055,"Giles County, Tennessee",30721
47057,"Grainger County, Tennessee",24681
47059,"Greene County, Tennessee",72577
47061,"Grundy County, Tennessee",13955
47063,"Hamblen County, Tennessee",66216
47065,"Hamilton County, Tennessee",379864
47067,"Hancock County, Tennessee",6956
47069,"Hardeman County, Tennessee",25567
47071,"Hardin County, Tennessee",27229
47073,"Hawkins County, Tennessee",58600
47075,"Haywood County, Tennessee",17328
47077,"Henderson County, Tennessee",28070
47079,"Henry County, Tennessee",32554
47081,"Hickman County, Tennessee",25826
47083,"Houston County, Tennessee",8393
47085,"Humphreys County, Tennessee",19209
47087,"Jackson County, Tennessee",12363
47089,"Jefferson County, Tennessee",57838
47091,"Johnson County, Tennessee",18375
47093,"Knox County, Tennessee",500669
47095,"Lake County, Tennessee",6347
47097,"Lauderdale County, Tennessee",24610
47099,"Lawrence County, Tennessee",46114
47101,"Lewis County, Tennessee",13066
47103,"Lincoln County, Tennessee",36169
47105,"Loudon County, Tennessee",60591
47107,"McMinn County, Tennessee",55678
47109,"McNairy County, Tennessee",26163
47111,"Macon County, Tennessee",26793
47113,"Madison County, Tennessee",99193
47115,"Marion County, Tennessee",29382
47117,"Marshall County, Tennessee",36961
47119,"Maury County, Tennessee",110760
47121,"Meigs County, Tennessee",13691
47123,"Monroe County, Tennessee",48594
47125,"Montgomery County, Tennessee",239872
47127,"Moore County, Tennessee",6748
47129,"Morgan County, Tennessee",21573
47131,"Obion County, Tennessee",30411
47133,"Overton County, Tennessee",23327
47135,"Perry County, Tennessee",8891
47137,"Pickett County, Tennessee",5128
47139,"Polk County, Tennessee",18033
47141,"Putnam County, Tennessee",83844
47143,"Rhea County, Tennessee",33924
47145,"Roane County, Tennessee",56096
47147,"Robertson County, Tennessee",76776
47149,"Rutherford County, Tennessee",367101
47151,"Scott County, Tennessee",22171
47153,"Sequatchie County, Tennessee",17161
47155,"Sevier County, Tennessee",99415
47157,"Shelby County, Tennessee",910042
47159,"Smith County, Tennessee",20538
47161,"Stewart County, Tennessee",14222
47163,"Sullivan County, Tennessee",162135
47165,"Sumner County, Tennessee",207994
47167,"Tipton County, Tennessee",62015
47169,"Trousdale County, Tennessee",12271
47171,"Unicoi County, Tennessee",17756
47173,"Union County, Tennessee",20741
47175,"Van Buren County, Tennessee",6493
47177,"Warren County, Tennessee",42638
47179,"Washington County, Tennessee",138420
47181,"Wayne County, Tennessee",16066
47183,"Weakley County, Tennessee",33084
47185,"White County, Tennessee",28692
47187,"Williamson County, Tennessee",264460
47189,"Wilson County, Tennessee",163674
48001,"Anderson County, Texas",57736
48003,"Andrews County, Texas",18664
48005,"Angelina County, Texas",87319
48007,"Aransas County, Texas",25374
48009,"Archer County, Texas",9029
48011,"Armstrong County, Texas",1832
48013,"Atascosa County, Texas",51784
48015,"Austin County, Texas",31677
48017,"Bailey County, Texas",6672
48019,"Bandera County, Texas",22637
48021,"Bastrop County, Texas",110778
48023,"Baylor County, Texas",3463
48025,"Bee County, Texas",30850
48027,"Bell County, Texas",393193
48029,"Bexar County, Texas",2087679
48031,"Blanco County, Texas",13048
48033,"Borden County, Texas",572
48035,"Bosque County, Texas",18996
48037,"Bowie County, Texas",91687
48039,"Brazoria County, Texas",398938
48041,"Brazos County, Texas",244703
48043,"Brewster County, Texas",9513
48045,"Briscoe County, Texas",1445
48047,"Brooks County, Texas",6848
48049,"Brown County, Texas",38709
48051,"Burleson County, Texas",19475
48053,"Burnet County, Texas",53991
48055,"Caldwell County, Texas",49859
48057,"Calhoun County, Texas",19696
48059,"Callahan County, Texas",14374
48061,"Cameron County, Texas",426710
48063,"Camp County, Texas",13000
48065,"Carson County, Texas",5878
48067,"Cass County, Texas",28659
48069,"Castro County, Texas",7227
48071,"Chambers County, Texas",53876
48073,"Cherokee County, Texas",52217
48075,"Childress County, Texas",6788
48077,"Clay County, Texas",10738
48079,"Cochran County, Texas",2509
48081,"Coke County, Texas",3352
48083,"Coleman County, Texas",7842
48085,"Collin County, Texas",1195359
48087,"Collingsworth County, Texas",2563
48089,"Colorado County, Texas",21117
48091,"Comal County, Texas",193928
48093,"Comanche County, Texas",14050
48095,"Concho County, Texas",3297
48097,"Cooke County, Texas",43782
48099,"Coryell County, Texas",84878
48101,"Cottle County, Texas",1294
48103,"Crane County, Texas",4574
48105,"Crockett County, Texas",2858
48107,"Crosby County, Texas",4917
48109,"Culberson County, Texas",2196
48111,"Dallam County, Texas",7237
48113,"Dallas County, Texas",2606358
48115,"Dawson County, Texas",12004
48117,"Deaf Smith County, Texas",18347
48119,"Delta County, Texas",5520
48121,"Denton County, Texas",1007703
48123,"DeWitt County, Texas",19929
48125,"Dickens County, Texas",1711
48127,"Dimmit County, Texas",8257
48129,"Donley County, Texas",3214
48131,"Duval County, Texas",9604
48133,"Eastland County, Texas",18037
48135,"Ector County, Texas",164494
48137,"Edwards County, Texas",1393
48139,"Ellis County, Texas",222829
48141,"El Paso County, Texas",869880
48143,"Erath County, Texas",44195
48145,"Falls County, Texas",17286
48147,"Fannin County, Texas",37571
48149,"Fayette County, Texas",25474
48151,"Fisher County, Texas",3612
48153,"Floyd County, Texas",5090
48155,"Foard County, Texas",1079
48157,"Fort Bend County, Texas",916778
48159,"Franklin County, Texas",10735
48161,"Freestone County, Texas",20441
48163,"Frio County, Texas",17987
48165,"Gaines County, Texas",22523
48167,"Galveston County, Texas",361744
48169,"Garza County, Texas",4517
48171,"Gillespie County, Texas",27733
48173,"Glasscock County, Texas",1141
48175,"Goliad County, Texas",7144
48177,"Gonzales County, Texas",19930
48179,"Gray County, Texas",20916
48181,"Grayson County, Texas",146907
48183,"Gregg County, Texas",126243
48185,"Grimes County, Texas",32384
48187,"Guadalupe County, Texas",188454
48189,"Hale County, Texas",31761
48191,"Hall County, Texas",2818
48193,"Hamilton County, Texas",8619
48195,"Hansford County, Texas",5071
48197,"Hardeman County, Texas",3490
48199,"Hardin County, Texas",58261
48201,"Harris County, Texas",4835125
48203,"Harrison County, Texas",70895
48205,"Hartley County, Texas",5145
48207,"Haskell County, Texas",5385
48209,"Hays County, Texas",280486
48211,"Hemphill County, Texas",3189
48213,"Henderson County, Texas",86158
48215,"Hidalgo County, Texas",898471
48217,"Hill County, Texas",38101
48219,"Hockley County, Texas",21460
48221,"Hood County, Texas",67774
48223,"Hopkins County, Texas",38172
48225,"Houston County, Texas",22066
48227,"Howard County, Texas",30554
48229,"Hudspeth County, Texas",3451
48231,"Hunt County, Texas",113347
48233,"Hutchinson County, Texas",20033
48235,"Irion County, Texas",1549
48237,"Jack County, Texas",8875
48239,"Jackson County, Texas",15221
48241,"Jasper County, Texas",32694
48243,"Jeff Davis County, Texas",1856
48245,"Jefferson County, Texas",251496
48247,"Jim Hogg County, Texas",4720
48249,"Jim Wells County, Texas",38662
48251,"Johnson County, Texas",202906
48253,"Jones County, Texas",20381
48255,"Karnes County, Texas",15018
48257,"Kaufman County, Texas",185690
48259,"Kendall County, Texas",50537
48261,"Kenedy County, Texas",343
48263,"Kent County, Texas",734
48265,"Kerr County, Texas",53915
48267,"Kimble County, Texas",4442
48269,"King County, Texas",217
48271,"Kinney County, Texas",3148
48273,"Kleberg County, Texas",30069
48275,"Knox County, Texas",3302
48277,"Lamar County, Texas",51127
48279,"Lamb County, Texas",12711
48281,"Lampasas County, Texas",23262
48283,"La Salle County, Texas",6537
48285,"Lavaca County, Texas",20571
48287,"Lee County, Texas",18240
48289,"Leon County, Texas",16538
48291,"Liberty County, Texas",108272
48293,"Limestone County, Texas",22250
48295,"Lipscomb County, Texas",2906
48297,"Live Oak County, Texas",11584
48299,"Llano County, Texas",22875
48301,"Loving County, Texas",43
48303,"Lubbock County, Texas",320940
48305,"Lynn County, Texas",5761
48307,"McCulloch County, Texas",7452
48309,"McLennan County, Texas",268583
48311,"McMullen County, Texas",568
48313,"Madison County, Texas",13742
48315,"Marion County, Texas",9571
48317,"Martin County, Texas",5216
48319,"Mason County, Texas",3931
48321,"Matagorda County, Texas",36359
48323,"Maverick County, Texas",57762
48325,"Medina County, Texas",54797
48327,"Menard County, Texas",1958
48329,"Midland County, Texas",177108
48331,"Milam County, Texas",25951
48333,"Mills County, Texas",4548
48335,"Mitchell County, Texas",9075
48337,"Montague County, Texas",21598
48339,"Montgomery County, Texas",711354
48341,"Moore County, Texas",21190
48343,"Morris County, Texas",12066
48345,"Motley County, Texas",1020
48347,"Nacogdoches County, Texas",65375
48349,"Navarro County, Texas",55635
48351,"Newton County, Texas",12039
48353,"Nolan County, Texas",14306
48355,"Nueces County, Texas",352289
48357,"Ochiltree County, Texas",9704
48359,"Oldham County, Texas",1783
48361,"Orange County, Texas",85722
48363,"Palo Pinto County, Texas",29747
48365,"Panola County, Texas",22838
48367,"Parker County, Texas",173494
48369,"Parmer County, Texas",9617
48371,"Pecos County, Texas",14623
48373,"Polk County, Texas",54186
48375,"Potter County, Texas",114647
48377,"Presidio County, Texas",5795
48379,"Rains County, Texas",12986
48381,"Randall County, Texas",148255
48383,"Reagan County, Texas",3141
48385,"Real County, Texas",2854
48387,"Red River County, Texas",11678
48389,"Reeves County, Texas",11770
48391,"Refugio County, Texas",6666
48393,"Roberts County, Texas",840
48395,"Robertson County, Texas",17267
48397,"Rockwall County, Texas",131307
48399,"Runnels County, Texas",9868
48401,"Rusk County, Texas",53079
48403,"Sabine County, Texas",10106
48405,"San Augustine County, Texas",7833
48407,"San Jacinto County, Texas",28936
48409,"San Patricio County, Texas",70660
48411,"San Saba County, Texas",5845
48413,"Schleicher County, Texas",2391
48415,"Scurry County, Texas",16212
48417,"Shackelford County, Texas",3229
48419,"Shelby County, Texas",24179
48421,"Sherman County, Texas",2678
48423,"Smith County, Texas",245209
48425,"Somervell County, Texas",9888
48427,"Starr County, Texas",65934
48429,"Stephens County, Texas",9343
48431,"Sterling County, Texas",1397
48433,"Stonewall County, Texas",1218
48435,"Sutton County, Texas",3221
48437,"Swisher County, Texas",6955
48439,"Tarrant County, Texas",2182947
48441,"Taylor County, Texas",146836
48443,"Terrell County, Texas",687
48445,"Terry County, Texas",11547
48447,"Throckmorton County, Texas",1526
48449,"Titus County, Texas",31357
48451,"Tom Green County, Texas",119057
48453,"Travis County, Texas",1334961
48455,"Trinity County, Texas",14228
48457,"Tyler County, Texas",20382
48459,"Upshur County, Texas",43281
48461,"Upton County, Texas",3109
48463,"Uvalde County, Texas",24960
48465,"Val Verde County, Texas",47720
48467,"Van Zandt County, Texas",64000
48469,"Victoria County, Texas",91664
48471,"Walker County, Texas",81268
48473,"Waller County, Texas",63553
48475,"Ward County, Texas",10966
48477,"Washington County, Texas",37007
48479,"Webb County, Texas",269148
48481,"Wharton County, Texas",41739
48483,"Wheeler County, Texas",4804
48485,"Wichita County, Texas",130180
48487,"Wilbarger County, Texas",12522
48489,"Willacy County, Texas",20037
48491,"Williamson County, Texas",697191
48493,"Wilson County, Texas",54183
48495,"Winkler County, Texas",7414
48497,"Wise County, Texas",78097
48499,"Wood County, Texas",47921
48501,"Yoakum County, Texas",7468
48503,"Young County, Texas",18124
48505,"Zapata County, Texas",13736
48507,"Zavala County, Texas",9312
49001,"Beaver County, Utah",7233
49003,"Box Elder County, Utah",62684
49005,"Cache County, Utah",142393
49007,"Carbon County, Utah",20609
49009,"Daggett County, Utah",992
49011,"Davis County, Utah",373207
49013,"Duchesne County, Utah",20477
49015,"Emery County, Utah",10144
49017,"Garfield County, Utah",5314
49019,"Grand County, Utah",9706
49021,"Iron County, Utah",64211
49023,"Juab County, Utah",13023
49025,"Kane County, Utah",8425
49027,"Millard County, Utah",13437
49029,"Morgan County, Utah",13000
49031,"Piute County, Utah",1550
49033,"Rich County, Utah",2670
49035,"Salt Lake County, Utah",1185813
49037,"San Juan County, Utah",14358
49039,"Sanpete County, Utah",30277
49041,"Sevier County, Utah",22344
49043,"Summit County, Utah",42759
49045,"Tooele County, Utah",82051
49047,"Uintah County, Utah",37747
49049,"Utah County, Utah",719174
49051,"Wasatch County, Utah",37144
49053,"Washington County, Utah",202452
49055,"Wayne County, Utah",2614
49057,"Weber County, Utah",271926
50001,"Addison County, Vermont",37720
50003,"Bennington County, Vermont",37183
50005,"Caledonia County, Vermont",30610
50007,"Chittenden County, Vermont",169481
50009,"Essex County, Vermont",6010
50011,"Franklin County, Vermont",50994
50013,"Grand Isle County, Vermont",7467
50015,"Lamoille County, Vermont",26060
50017,"Orange County, Vermont",29943
50019,"Orleans County, Vermont",27516
50021,"Rutland County, Vermont",60271
50023,"Washington County, Vermont",60142
50025,"Windham County, Vermont",45966
50027,"Windsor County, Vermont",58101
51001,"Accomack County, Virginia",33239
51003,"Albemarle County, Virginia",115676
51005,"Alleghany County, Virginia",14595
51007,"Amelia County, Virginia",13480
51009,"Amherst County, Virginia",31396
51011,"Appomattox County, Virginia",16864
51013,"Arlington County, Virginia",234162
51015,"Augusta County, Virginia",78247
51017,"Bath County, Virginia",4051
51019,"Bedford County, Virginia",81525
51021,"Bland County, Virginia",6179
51023,"Botetourt County, Virginia",34125
51025,"Brunswick County, Virginia",15749
51027,"Buchanan County, Virginia",19087
51029,"Buckingham County, Virginia",16978
51031,"Campbell County, Virginia",55270
51033,"Caroline County, Virginia",32640
51035,"Carroll County, Virginia",29239
51036,"Charles City County, Virginia",6610
51037,"Charlotte County, Virginia",11336
51041,"Chesterfield County, Virginia",383876
51043,"Clarke County, Virginia",15466
51045,"Craig County, Virginia",4843
51047,"Culpeper County, Virginia",54973
51049,"Cumberland County, Virginia",9878
51051,"Dickenson County, Virginia",13640
51053,"Dinwiddie County, Virginia",28343
51057,"Essex County, Virginia",10598
51059,"Fairfax County, Virginia",1141878
51061,"Fauquier County, Virginia",75165
51063,"Floyd County, Virginia",15679
51065,"Fluvanna County, Virginia",28462
51067,"Franklin County, Virginia",55549
51069,"Frederick County, Virginia",95994
51071,"Giles County, Virginia",16457
51073,"Gloucester County, Virginia",40057
51075,"Goochland County, Virginia",27197
51077,"Grayson County, Virginia",15285
51079,"Greene County, Virginia",21301
51081,"Greensville County, Virginia",11133
51083,"Halifax County, Virginia",33432
51085,"Hanover County, Virginia",114148
51087,"Henrico County, Virginia",334760
51089,"Henry County, Virginia",49702
51091,"Highland County, Virginia",2339
51093,"Isle of Wight County, Virginia",40711
51095,"James City County, Virginia",82654
51097,"King and Queen County, Virginia",6720
51099,"King George County, Virginia",28568
51101,"King William County, Virginia",19030
51103,"Lancaster County, Virginia",10859
51105,"Lee County, Virginia",21745
51107,"Loudoun County, Virginia",436347
51109,"Louisa County, Virginia",41037
51111,"Lunenburg County, Virginia",12038
51113,"Madison County, Virginia",14128
51115,"Mathews County, Virginia",8514
51117,"Mecklenburg County, Virginia",30648
51119,"Middlesex County, Virginia",10924
51121,"Montgomery County, Virginia",98666
51125,"Nelson County, Virginia",14705
51127,"New Kent County, Virginia",26134
51131,"Northampton County, Virginia",12021
51133,"Northumberland County, Virginia",12391
51135,"Nottoway County, Virginia",15566
51137,"Orange County, Virginia",38574
51139,"Page County, Virginia",23741
51141,"Patrick County, Virginia",17509
51143,"Pittsylvania County, Virginia",59571
51145,"Powhatan County, Virginia",32105
51147,"Prince Edward County, Virginia",22049
51149,"Prince George County, Virginia",42871
51153,"Prince William County, Virginia",489640
51155,"Pulaski County, Virginia",33655
51157,"Rappahannock County, Virginia",7414
51159,"Richmond County, Virginia",9184
51161,"Roanoke County, Virginia",97026
51163,"Rockbridge County, Virginia",22358
51165,"Rockingham County, Virginia",86568
51167,"Russell County, Virginia",25477
51169,"Scott County, Virginia",21433
51171,"Shenandoah County, Virginia",45228
51173,"Smyth County, Virginia",29216
51175,"Southampton County, Virginia",17975
51177,"Spotsylvania County, Virginia",149588
51179,"Stafford County, Virginia",165428
51181,"Surry County, Virginia",6593
51183,"Sussex County, Virginia",10757
51185,"Tazewell County, Virginia",39120
51187,"Warren County, Virginia",41843
51191,"Washington County, Virginia",54050
51193,"Westmoreland County, Virginia",19013
51195,"Wise County, Virginia",35174
51197,"Wythe County, Virginia",28104
51199,"York County, Virginia",70952
51510,"Alexandria city, Virginia",155230
51520,"Bristol city, Virginia",16807
51530,"Buena Vista city, Virginia",6566
51540,"Charlottesville city, Virginia",44983
51550,"Chesapeake city, Virginia",253886
51570,"Colonial Heights city, Virginia",18393
51580,"Covington city, Virginia",5545
51590,"Danville city, Virginia",41837
51595,"Emporia city, Virginia",5463
51600,"Fairfax city, Virginia",25144
51610,"Falls Church city, Virginia",14685
51620,"Franklin city, Virginia",8339
51630,"Fredericksburg city, Virginia",28928
51640,"Galax city, Virginia",6717
51650,"Hampton city, Virginia",137098
51660,"Harrisonburg city, Virginia",51082
51670,"Hopewell city, Virginia",22752
51678,"Lexington city, Virginia",7528
51680,"Lynchburg city, Virginia",79535
51683,"Manassas city, Virginia",42696
51685,"Manassas Park city, Virginia",16361
51690,"Martinsville city, Virginia",13763
51700,"Newport News city, Virginia",183118
51710,"Norfolk city, Virginia",230930
51720,"Norton city, Virginia",3492
51730,"Petersburg city, Virginia",33309
51735,"Poquoson city, Virginia",12635
51740,"Portsmouth city, Virginia",96793
51750,"Radford city, Virginia",16971
51760,"Richmond city, Virginia",229247
51770,"Roanoke city, Virginia",97171
51775,"Salem city, Virginia",25600
51790,"Staunton city, Virginia",25915
51800,"Suffolk city, Virginia",100659
51810,"Virginia Beach city, Virginia",453649
51820,"Waynesboro city, Virginia",23182
51830,"Williamsburg city, Virginia",15847
51840,"Winchester city, Virginia",27617
53001,"Adams County, Washington",20820
53003,"Asotin County, Washington",22549
53005,"Benton County, Washington",215219
53007,"Chelan County, Washington",79997
53009,"Clallam County, Washington",77616
53011,"Clark County, Washington",521150
53013,"Columbia County, Washington",4053
53015,"Cowlitz County, Washington",112864
53017,"Douglas County, Washington",44798
53019,"Ferry County, Washington",7497
53021,"Franklin County, Washington",99034
53023,"Garfield County, Washington",2363
53025,"Grant County, Washington",102678
53027,"Grays Harbor County, Washington",77290
53029,"Island County, Washington",86267
53031,"Jefferson County, Washington",33714
53033,"King County, Washington",2271380
53035,"Kitsap County, Washington",277658
53037,"Kittitas County, Washington",45508
53039,"Klickitat County, Washington",23589
53041,"Lewis County, Washington",86154
53043,"Lincoln County, Washington",11738
53045,"Mason County, Washington",68389
53047,"Okanogan County, Washington",43712
53049,"Pacific County, Washington",24200
53051,"Pend Oreille County, Washington",14361
53053,"Pierce County, Washington",928696
53055,"San Juan County, Washington",18566
53057,"Skagit County, Washington",131417
53059,"Skamania County, Washington",12640
53061,"Snohomish County, Washington",844761
53063,"Spokane County, Washington",551455
53065,"Stevens County, Washington",48837
53067,"Thurston County, Washington",299003
53069,"Wahkiakum County, Washington",4765
53071,"Walla Walla County, Washington",61568
53073,"Whatcom County, Washington",231919
53075,"Whitman County, Washington",48012
53077,"Yakima County, Washington",256643
54001,"Barbour County, West Virginia",15378
54003,"Berkeley County, West Virginia",132440
54005,"Boone County, West Virginia",20576
54007,"Braxton County, West Virginia",12162
54009,"Brooke County, West Virginia",21373
54011,"Cabell County, West Virginia",92082
54013,"Calhoun County, West Virginia",5959
54015,"Clay County, West Virginia",7783
54017,"Doddridge County, West Virginia",7680
54019,"Fayette County, West Virginia",39072
54021,"Gilmer County, West Virginia",7254
54023,"Grant County, West Virginia",10921
54025,"Greenbrier County, West Virginia",32149
54027,"Hampshire County, West Virginia",23649
54029,"Hancock County, West Virginia",28145
54031,"Hardy County, West Virginia",14251
54033,"Harrison County, West Virginia",64639
54035,"Jackson County, West Virginia",27593
54037,"Jefferson County, West Virginia",59787
54039,"Kanawha County, West Virginia",174805
54041,"Lewis County, West Virginia",16500
54043,"Lincoln County, West Virginia",19701
54045,"Logan County, West Virginia",30827
54047,"McDowell County, West Virginia",17439
54049,"Marion County, West Virginia",55807
54051,"Marshall County, West Virginia",29405
54053,"Mason County, West Virginia",24765
54055,"Mercer County, West Virginia",58057
54057,"Mineral County, West Virginia",26867
54059,"Mingo County, West Virginia",22023
54061,"Monongalia County, West Virginia",107718
54063,"Monroe County, West Virginia",12382
54065,"Morgan County, West Virginia",17649
54067,"Nicholas County, West Virginia",24169
54069,"Ohio County, West Virginia",41194
54071,"Pendleton County, West Virginia",6029
54073,"Pleasants County, West Virginia",7428
54075,"Pocahontas County, West Virginia",7765
54077,"Preston County, West Virginia",34099
54079,"Putnam County, West Virginia",56962
54081,"Raleigh County, West Virginia",72356
